name,smiles,oxygen,hydrogen,ocratio,hcratio
M22C4OOH,OOCCC(C)(C)C,1.0,13.0,0.07142857142857142,0.9285714285714286
NPETLQO,CCC1=CC(=O)C(C)([O])C(ON(=O)=O)C1=O,4.0,10.0,0.2857142857142857,0.7142857142857143
EPXMEDLPAN,CCC1(C=O)OC1(C)C(=O)OON(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
HMACO3,OCC(=C)C(=O)O[O],3.0,4.0,0.42857142857142855,0.5714285714285714
C42OOH,OOC(CON(=O)=O)C(O)C=O,4.0,5.0,0.4444444444444444,0.5555555555555556
CH3CHOHCO3,[O]OC(=O)C(C)O,3.0,4.0,0.42857142857142855,0.5714285714285714
CO3C85OOH,CCCC(OO)CC(=O)CC,2.0,15.0,0.11764705882352941,0.8823529411764706
ETBEBOH,CC(O)OC(C)(C)C,3.0,13.0,0.1875,0.8125
C520OH,OCC(O)(C=O)C(=O)C,4.0,6.0,0.4,0.6
MEMOXYCHO,COCC=O,3.0,6.0,0.3333333333333333,0.6666666666666666
HO24C4CHO,CC(O)CC(O)C=O,3.0,8.0,0.2727272727272727,0.7272727272727273
HOC3H6CO3H,OCCCC(=O)OO,3.0,6.0,0.3333333333333333,0.6666666666666666
NIPBFUONE,O=N(=O)OC1C(=O)OC(C(C)C)C1=O,5.0,9.0,0.35714285714285715,0.6428571428571429
OCTOOH,CCCCCC(CC)OO,1.0,17.0,0.05555555555555555,0.9444444444444444
C6DIALO,O=CCCC([O])CC=O,3.0,9.0,0.25,0.75
MACRNOOA,[O-][O+]=CC(C)(CO)ON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
MCOOTBOOH,OOCC(C)(C)OC(=O)C,4.0,11.0,0.26666666666666666,0.7333333333333333
LIMAOH,CC(=C)C1CCC(C)(O)C(O)C1,2.0,16.0,0.1111111111111111,0.8888888888888888
CCL3CH2O2,[O]OCC(Cl)(Cl)Cl,1.0,2.0,0.3333333333333333,0.6666666666666666
EBZPOXMUC,CCC(=O)C=CC1OC1C=O,4.0,10.0,0.2857142857142857,0.7142857142857143
TM123OBPOH,O=C1C=CC2(C)OOC1(C)C2(C)O,4.0,11.0,0.26666666666666666,0.7333333333333333
MIBKAOHBO,CC(O)(CC(=O)C)C[O],3.0,10.0,0.23076923076923078,0.7692307692307693
CO3C4CHO,CCC(=O)CC=O,2.0,8.0,0.2,0.8
C52OH,OCCC(C)CO,2.0,10.0,0.16666666666666666,0.8333333333333334
DIETETHER,CCOCC,2.0,10.0,0.16666666666666666,0.8333333333333334
C43NO3PAN,CCC(C)(ON(=O)=O)C(=O)OON(=O)=O,3.0,8.0,0.2727272727272727,0.7272727272727273
NOPINCOH,O=C1CCC2(O)CC1C2(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
C829O2,OCCC(=O)C(=O)CC(C)(C)O[O],4.0,12.0,0.25,0.75
BUT2OLOOH,OOC(C)C(C)O,2.0,8.0,0.2,0.8
C74O,CC(=O)CC(=O)C(=O)C(C)[O],4.0,9.0,0.3076923076923077,0.6923076923076923
IPROACETO,CC(=O)OC(C)(C)[O],4.0,9.0,0.3076923076923077,0.6923076923076923
NOPINCO2,[O]OC12CCC(=O)C(C1)C2(C)C,2.0,13.0,0.13333333333333333,0.8666666666666667
C829OH,OCCC(=O)C(=O)CC(C)(C)O,4.0,12.0,0.25,0.75
C42MNO3OOH,OOC(C)(C)C(C)(C)ON(=O)=O,2.0,12.0,0.14285714285714285,0.8571428571428571
C52O2,[O]OCCC(C)CO,2.0,10.0,0.16666666666666666,0.8333333333333334
C722O2,O=CCC(C(=O)O)C(C)(C)O[O],4.0,10.0,0.2857142857142857,0.7142857142857143
HC4ACO2H,OCC(=CC(=O)O)C,3.0,6.0,0.3333333333333333,0.6666666666666666
DICLETO2H,OOC(Cl)CCl,1.0,3.0,0.25,0.75
C55O,[O]CC(=O)C(C)(C)O,3.0,8.0,0.2727272727272727,0.7272727272727273
C7CDCCO2H,CC(=CC(=O)O)C(=O)CC,3.0,9.0,0.25,0.75
C818O,OCC(CC([O])C(=O)C)C(=O)C,4.0,12.0,0.25,0.75
DNOXYOLO,O=N(=O)C1=C(C)C2(C)OOC(N(=O)=O)(C2O)C1([O])O,5.0,7.0,0.4166666666666667,0.5833333333333334
H2M2C65O2,[O]OC(C)CCC(C)(C)O,2.0,14.0,0.125,0.875
CO2C3CO3H,CC(=O)CC(=O)OO,3.0,5.0,0.375,0.625
DMKCOOH,CC(=O)C(=O)C(O)C(=O)C,4.0,7.0,0.36363636363636365,0.6363636363636364
NC12H26,CCCCCCCCCCCC,0.0,26.0,0.0,1.0
M33C4NO3,CCC(C)(C)CON(=O)=O,1.0,13.0,0.07142857142857142,0.9285714285714286
C65OH4OOH,CCCC(OO)C(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
C4OH2CO3,[O]OC(=O)C(O)C(C)(C)O,4.0,7.0,0.36363636363636365,0.6363636363636364
ACETC2H4O2,CC(=O)OCCO[O],4.0,7.0,0.36363636363636365,0.6363636363636364
IPEBOOH,OOC(C)C(C)C,1.0,11.0,0.08333333333333333,0.9166666666666666
M2PEDO,CCCC(C)(C)[O],1.0,13.0,0.07142857142857142,0.9285714285714286
HOCH2CO3H,OCC(=O)OO,3.0,2.0,0.6,0.4
C6EO2OHPAN,CCC(=CC(=O)C(O)C(=O)C)C(=O)OON(=O)=O,5.0,10.0,0.3333333333333333,0.6666666666666666
PR2O2HNO3,OOC(C)CON(=O)=O,2.0,6.0,0.25,0.75
TLEMUCCO3H,CC(=O)C=CC1OC1C(=O)OO,5.0,7.0,0.4166666666666667,0.5833333333333334
SBUACCOOH,OOC(C)(OC(=O)C)C(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
ME3BUOLO2,OCC(O[O])C(C)C,2.0,10.0,0.16666666666666666,0.8333333333333334
C526NO3,OCC(C(O[N+](=O)[O-])(C=O)C)OO,4.0,7.0,0.36363636363636365,0.6363636363636364
C6COCHOO,[O]CCCC(=O)CC=O,3.0,9.0,0.25,0.75
CH3COCH2O,CC(=O)C[O],2.0,5.0,0.2857142857142857,0.7142857142857143
M3BU3ECO3,CC(=C)CC(=O)O[O],2.0,7.0,0.2222222222222222,0.7777777777777778
MXYQOH,O=C1C=C(C)C(=O)C(C)(O)C1O,4.0,8.0,0.3333333333333333,0.6666666666666666
HEX2ONBO2,CC(CCC(=O)C)O[O],2.0,11.0,0.15384615384615385,0.8461538461538461
C6H5CH2O,[O]Cc1ccccc1,1.0,7.0,0.125,0.875
LMKAO,CC(=O)C1CCC(C)([O])C(O)C1,3.0,14.0,0.17647058823529413,0.8235294117647058
C87CO3H,OOC(=O)CC(=O)C(C=O)C(C)(C)C=O,5.0,11.0,0.3125,0.6875
C84OH,CCC(=O)CC(O)C(=O)CC,3.0,13.0,0.1875,0.8125
HO4C5CO3H,CCCC(O)CC(=O)OO,3.0,10.0,0.23076923076923078,0.7692307692307693
MXYQO2,[O]OC1(C)C(O)C(=O)C=C(C)C1=O,4.0,8.0,0.3333333333333333,0.6666666666666666
MTBEAALNO3,O=COC(C)(C)CON(=O)=O,4.0,9.0,0.3076923076923077,0.6923076923076923
PHCOME,CC(=O)c1ccccc1,1.0,8.0,0.1111111111111111,0.8888888888888888
PMALNHY2OH,CCCC1(O)C(O)C(=O)OC1=O,6.0,8.0,0.42857142857142855,0.5714285714285714
C732NO3,OC(=O)CCC(CO[N+](=O)[O-])C(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
C1011OH,CC(=O)CCC1C(O)CC1(C)C,2.0,17.0,0.10526315789473684,0.8947368421052632
HO2C4CO3,[O]OC(=O)CCC(C)O,3.0,8.0,0.2727272727272727,0.7272727272727273
NOXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
C6DCARBBO2,CCC(=O)C=CC(=O)O[O],3.0,7.0,0.3,0.7
METLBPROOH,OOC1C=CC2(C)OOC1(CC)C2O,4.0,12.0,0.25,0.75
MPRKAO,CCC([O])C(=O)C,2.0,9.0,0.18181818181818182,0.8181818181818182
ETBEBO,CC([O])OC(C)(C)C,3.0,13.0,0.1875,0.8125
C536OOH,OOCC(C(C=O)(OO)C)OO,4.0,7.0,0.36363636363636365,0.6363636363636364
HO1CO24C5,CC(=O)CC(=O)CO,3.0,7.0,0.3,0.7
HO1CO24C6,CCC(=O)CC(=O)CO,3.0,9.0,0.25,0.75
EIPEO,CCOC(C)(C)[O],3.0,11.0,0.21428571428571427,0.7857142857142857
PETOH,CCc1ccc(C)cc1O,1.0,11.0,0.08333333333333333,0.9166666666666666
C5O5OHCO3H,CCCC(=O)C(O)C(=O)OO,4.0,8.0,0.3333333333333333,0.6666666666666666
H3M3C5CO2H,CC(O)(CCC(=O)O)CC,3.0,12.0,0.2,0.8
C527O,O=CC(C(OO)(CO)C)[O],4.0,7.0,0.36363636363636365,0.6363636363636364
NOXYOLOH,O=N(=O)OC1C2OOC1(C)C(=CC2(O)O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
C1011O2,[O]OC1CC(C)(C)C1CCC(=O)C,2.0,17.0,0.10526315789473684,0.8947368421052632
HC4CCO3H,OCC=C(C)C(=O)OO,3.0,6.0,0.3333333333333333,0.6666666666666666
EIPKBNO3,CCC(=O)C(C)CON(=O)=O,2.0,11.0,0.15384615384615385,0.8461538461538461
C5DICARB,O=CC=CC(=O)C,2.0,6.0,0.25,0.75
M23C4,CC(C)C(C)C,0.0,14.0,0.0,1.0
INB2O,[O]CC(O)C(C)(CO)ON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
PXYLOH,OCc1ccc(C)cc1,1.0,9.0,0.1,0.9
C3EDIALO2,CCC(O[O])(C=O)C=O,3.0,7.0,0.3,0.7
PXYLOL,Cc1ccc(C)c(O)c1,1.0,9.0,0.1,0.9
BCSOZOOH,OCC1(OO)CCC2OOC(C)(CCC3C1CC3(C)C)O2,6.0,24.0,0.2,0.8
NC730O,[O-][N+](=O)OCC(C)([O])C(CCO)C=O,4.0,11.0,0.26666666666666666,0.7333333333333333
NT124L1O,Cc1cc(N(=O)=O)c(C)c(C)c1[O],1.0,10.0,0.09090909090909091,0.9090909090909091
HMACROOH,OCC(CO)(OO)C=O,4.0,5.0,0.4444444444444444,0.5555555555555556
PE2ENEBO2,CCC(O)C(C)O[O],2.0,10.0,0.16666666666666666,0.8333333333333334
OXYLNO3,O=N(=O)OCc1ccccc1C,1.0,9.0,0.1,0.9
DM124OHNO2,Cc1cc(O)c(cc1C)N(=O)=O,1.0,8.0,0.1111111111111111,0.8888888888888888
M2PEDNO3,CCCC(C)(C)ON(=O)=O,1.0,13.0,0.07142857142857142,0.9285714285714286
HO4C5CO3,CCCC(O)CC(=O)O[O],3.0,10.0,0.23076923076923078,0.7692307692307693
C531OOH,OOCC(=O)C=COC=O,5.0,5.0,0.5,0.5
C3H7CHOOB,[O-][O+]=CCCC,1.0,8.0,0.1111111111111111,0.8888888888888888
C3H7CHOOA,[O-][O+]=CCCC,1.0,8.0,0.1111111111111111,0.8888888888888888
CO3C5CO3,CCC(=O)CCC(=O)O[O],3.0,9.0,0.25,0.75
BCSOZ,C=C1CCC2OOC(C)(CCC3C1CC3(C)C)O2,4.0,24.0,0.14285714285714285,0.8571428571428571
ACEBUTBONE,CCC(=O)COC(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
C7MCO3OHO2,O=CC(=O)C(O)C(O[O])C(=O)C(C)C,5.0,10.0,0.3333333333333333,0.6666666666666666
C3EDIALOH,CCC(O)(C=O)C=O,3.0,7.0,0.3,0.7
PXYLO2,[O]OCc1ccc(C)cc1,1.0,9.0,0.1,0.9
CO245C7,CCC(=O)C(=O)CC(=O)C,3.0,10.0,0.23076923076923078,0.7692307692307693
PTLQCO,O=C1C(=CC(=O)C(=O)C1O)C,4.0,5.0,0.4444444444444444,0.5555555555555556
BOXPOLBNO3,CCCCOC(ON(=O)=O)C(C)O,4.0,14.0,0.2222222222222222,0.7777777777777778
CO2H3CO3,CC(=O)C(O)C(=O)O[O],4.0,4.0,0.5,0.5
NPBNZOLO,CCCC12OOC(C2ON(=O)=O)C(O)([O])C=C1,5.0,11.0,0.3125,0.6875
CHOC4O,[O]CCCCC=O,2.0,9.0,0.18181818181818182,0.8181818181818182
MTBKOH,OCC(C)(C)C(=O)C,2.0,11.0,0.15384615384615385,0.8461538461538461
NBUTDBNO3,O=N(=O)OCC=CCON(=O)=O,2.0,6.0,0.25,0.75
PNCATECO,CCCC12OOC(C(=C(O)C2(O)[O])N(=O)=O)C1O,6.0,9.0,0.4,0.6
PNCATECH,CCCc1ccc(N(=O)=O)c(O)c1O,2.0,9.0,0.18181818181818182,0.8181818181818182
C4MCONO3OH,O=N(=O)OCC(=O)C(C)(C)O,3.0,8.0,0.2727272727272727,0.7272727272727273
C1013OH,COC(=O)CCC1C(O)CC1(C)C,4.0,17.0,0.19047619047619047,0.8095238095238095
C5H11CHO,CCCCCC=O,1.0,12.0,0.07692307692307693,0.9230769230769231
C7DICARB,CCCC(=O)C=CC=O,2.0,10.0,0.16666666666666666,0.8333333333333334
C5DBECO3,[O]OC(=O)C=C(CC)C(=O)C(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C108OOH,O=CCC(CC(=O)C(=O)C)C(C)(C)OO,4.0,15.0,0.21052631578947367,0.7894736842105263
NMXYOL1OOH,OOc1c(C)cc(C)cc1N(=O)=O,1.0,8.0,0.1111111111111111,0.8888888888888888
CLGLYOX,ClC(=O)C(=O)Cl,2.0,0.0,1.0,0.0
TMB2FUOH,CC1OC(=O)C(C)(O)C1(C)O,5.0,10.0,0.3333333333333333,0.6666666666666666
PRONEMOOOH,COC(OO)C(=O)C,4.0,7.0,0.36363636363636365,0.6363636363636364
DIBRETO2H,OOC(Br)CBr,1.0,3.0,0.25,0.75
TM123O2,[O]Oc1ccc(C)c(C)c1C,1.0,11.0,0.08333333333333333,0.9166666666666666
OETLQONE,CCC1=C(C)C(=O)C=CC1=O,2.0,10.0,0.16666666666666666,0.8333333333333334
C4MCONO3O2,[O]OC(C)(C)C(=O)CON(=O)=O,3.0,8.0,0.2727272727272727,0.7272727272727273
C4PAN10,OCC(=O)C(O)C(=O)OON(=O)=O,5.0,3.0,0.625,0.375
CISOPAO2,[O]OC/C=C(\CO)/C,2.0,8.0,0.2,0.8
C62NO33O2,CCCC(O[O])C(C)ON(=O)=O,2.0,12.0,0.14285714285714285,0.8571428571428571
C524OOH,OCC(=C)C(CO)OO,3.0,7.0,0.3,0.7
C31CO3H,O=COC=CC(=O)OO,5.0,3.0,0.625,0.375
C4H9CO3,CCCCC(=O)O[O],2.0,9.0,0.18181818181818182,0.8181818181818182
C611O,CC(=O)C(C)([O])C(=O)C,3.0,9.0,0.25,0.75
MTBKO2,[O]OCC(C)(C)C(=O)C,2.0,11.0,0.15384615384615385,0.8461538461538461
C7236CO,CC(=O)C=CC(=O)C(=O)C,3.0,8.0,0.2727272727272727,0.7272727272727273
SBUACONEO2,[O]OC(C)(OC(=O)C)C(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
HCC7CO,O=C1CC=C(C)C(O)C1,2.0,9.0,0.18181818181818182,0.8181818181818182
PRONEMOX,COCC(=O)C,3.0,8.0,0.2727272727272727,0.7272727272727273
C2H5MECOO,[O-][O+]=C(C)CC,1.0,8.0,0.1111111111111111,0.8888888888888888
C61CO3H,CCCC(=O)C(=O)C(O)C(=O)OO,5.0,8.0,0.38461538461538464,0.6153846153846154
C23O3ECO3H,OOC(=O)C(CC)OC(=O)C(=O)C,6.0,9.0,0.4,0.6
TMBNO3,O=N(=O)OCc1cc(C)cc(C)c1,1.0,11.0,0.08333333333333333,0.9166666666666666
PEBQO2,[O]OCC(=O)C=C(C(=O)CO)CC,4.0,10.0,0.2857142857142857,0.7142857142857143
BCCNO3,OCC1(CC\C=C(\C)/CCC2C1CC2(C)C)O[N+](=O)[O-],2.0,24.0,0.07692307692307693,0.9230769230769231
NPETOL1O,CCc1ccc(C)c(N(=O)=O)c1[O],1.0,10.0,0.09090909090909091,0.9090909090909091
C77OOH,OOC(CC(=O)C)C(C)(C)O,3.0,12.0,0.2,0.8
NC101O,O=N(=O)OC1(C)C(=O)CC2([O])CC1C2(C)C,3.0,14.0,0.17647058823529413,0.8235294117647058
C96O,[O]CC1CC(C(=O)C)C1(C)C,2.0,15.0,0.11764705882352941,0.8823529411764706
HO3C5CO2H,CCC(O)CCC(=O)O,3.0,10.0,0.23076923076923078,0.7692307692307693
C4OH2CO3H,OOC(=O)C(O)C(C)(C)O,4.0,7.0,0.36363636363636365,0.6363636363636364
PPRBQONE,CCCC1=CC(=O)C=CC1=O,2.0,10.0,0.16666666666666666,0.8333333333333334
BUTALO,CC([O])CC=O,2.0,7.0,0.2222222222222222,0.7777777777777778
MIBK,CC(C)CC(=O)C,1.0,12.0,0.07692307692307693,0.9230769230769231
PEBQOH,OCC(=O)C=C(C(=O)CO)CC,4.0,10.0,0.2857142857142857,0.7142857142857143
CCL2CH2,ClC(=C)Cl,0.0,2.0,0.0,1.0
INAHCO3,[O]OC(=O)C(C)(O)C(O)CON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
NBUTOL,CCCCO,1.0,9.0,0.1,0.9
C137OOH,OOCCC(=C)C1CC(C)(C)C1CCC(=O)O,3.0,20.0,0.13043478260869565,0.8695652173913043
C525OOH,OCC(=O)C(CO)(CO)OO,5.0,6.0,0.45454545454545453,0.5454545454545454
C4CHOAO2,CCCC(O[O])C=O,2.0,9.0,0.18181818181818182,0.8181818181818182
C137CO2H,OC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)O,4.0,20.0,0.16666666666666666,0.8333333333333334
MTNNCATCO2,CCC12OOC(C)(C(=C(O)C2(O)O[O])N(=O)=O)C1ON(=O)=O,6.0,9.0,0.4,0.6
HO2C6O2,[O]OC(C)CCC(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
NC71CO,O=C1CC(=O)C(C)(ON(=O)=O)C(=O)C1,4.0,7.0,0.36363636363636365,0.6363636363636364
CHOC4OHO,OC(CCC=O)C[O],3.0,8.0,0.2727272727272727,0.7272727272727273
C4ME2OHO2,[O]OC(C)(C)C(C)(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
C3DIOLOOH,OOCC(O)CO,3.0,5.0,0.375,0.625
C45IC5CHO,O=CC(=O)C(=O)C(C)C,3.0,8.0,0.2727272727272727,0.7272727272727273
TM124OXMUC,O=CC1(C)OC1(C)C=CC(=O)C,4.0,12.0,0.25,0.75
HCOCH2CHO,O=CCC=O,2.0,4.0,0.3333333333333333,0.6666666666666666
PBENZOL,CCCc1ccccc1O,1.0,11.0,0.08333333333333333,0.9166666666666666
NLIMALOH,O=CCC(CCC(=O)C)C(C)(O)CO[N+](=O)[O-],4.0,16.0,0.2,0.8
C614NO3,OCC(ON(=O)=O)CC(=O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
C74OOH,OOC(C)C(=O)C(=O)CC(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
HEX3ONBOOH,CCC(=O)C(CC)OO,2.0,11.0,0.15384615384615385,0.8461538461538461
CNO3CLO,[O]C(Cl)CON(=O)=O,2.0,3.0,0.4,0.6
BOXEOHBNO3,CCCCOC(CO)ON(=O)=O,4.0,12.0,0.25,0.75
TLBIPERO,[O]C1C=CC2(C)OOC1C2O,4.0,8.0,0.3333333333333333,0.6666666666666666
M2HEX,CCCCC(C)C,0.0,16.0,0.0,1.0
MPRANO3O2,[O]OC(C)(C)CON(=O)=O,2.0,8.0,0.2,0.8
C518CO3H,OCC(C(=C)C)C(=O)OO,3.0,8.0,0.2727272727272727,0.7272727272727273
PRNFORMOOH,O=COC(OO)C(=O)C,5.0,5.0,0.5,0.5
HM22C3CHO,O=CCC(C)(C)CO,2.0,11.0,0.15384615384615385,0.8461538461538461
OXNCATCOOH,OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)O,6.0,7.0,0.46153846153846156,0.5384615384615384
ACBUONEBO2,[O]OC(OC(=O)C)C(=O)CC,5.0,9.0,0.35714285714285715,0.6428571428571429
CYC6DIONE,O=C1CCCCC1=O,2.0,8.0,0.2,0.8
ACEC2H4NO3,CC(=O)OCCON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
CYC6DIONO,[O]C1CCC(=O)C(=O)C1,3.0,7.0,0.3,0.7
C4ALDB,CC=CC=O,1.0,6.0,0.14285714285714285,0.8571428571428571
NTMB1FUO2,[O]OC1(C)C(C)OC(=O)C1ON(=O)=O,5.0,8.0,0.38461538461538464,0.6153846153846154
HO13C3CHO,OC(CCO)C=O,3.0,6.0,0.3333333333333333,0.6666666666666666
C85CO3H,OOC(=O)C1CC(C(=O)C)C1(C)C,3.0,13.0,0.1875,0.8125
BPINBOOH,OOCC1(O)CCC2CC1C2(C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
MXNCATCOOH,OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2O)O,6.0,7.0,0.46153846153846156,0.5384615384615384
C58NO3CO3,[O]OC(=O)C(O)C(C)(CO)ON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
C811OH,OCC1CC(C(=O)O)C1(C)C,3.0,12.0,0.2,0.8
C101O2,CCCCCC(O[O])CC(=O)CC,2.0,19.0,0.09523809523809523,0.9047619047619048
ETHACETOOH,CC(OC(=O)C)OO,4.0,7.0,0.36363636363636365,0.6363636363636364
HM22C3NO3,OCC(C)(C)CON(=O)=O,2.0,10.0,0.16666666666666666,0.8333333333333334
C7DCO,CCCC(=O)C([O])C(O)C=O,4.0,10.0,0.2857142857142857,0.7142857142857143
HO12C5,CCCC(O)CO,2.0,10.0,0.16666666666666666,0.8333333333333334
NCRESO2,[O]OC1(O)C=CC2(C)OOC1C2ON(=O)=O,5.0,7.0,0.4166666666666667,0.5833333333333334
C6CO134PAN,CCC(=O)C(=O)CC(=O)OON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
PE2ENEANO3,CCC(ON(=O)=O)C(C)O,2.0,10.0,0.16666666666666666,0.8333333333333334
METLQOH,CCC1=CC(=O)C(O)C(C)(O)C1=O,4.0,10.0,0.2857142857142857,0.7142857142857143
MCATEC1O,[O]c1c(C)cccc1O,2.0,6.0,0.25,0.75
PXYOLOH,CC1=CC(O)(O)C2(C)OOC1C2O,5.0,9.0,0.35714285714285715,0.6428571428571429
CO2C54CO2H,CC(=O)CC(C)C(=O)O,3.0,9.0,0.25,0.75
METLQO2,CCC1=CC(=O)C(O)C(C)(O[O])C1=O,4.0,10.0,0.2857142857142857,0.7142857142857143
PETOLOOH,OOC1(O)C=C(C)C2OOC1(CC)C2O,5.0,11.0,0.3125,0.6875
TC4H9O,CC(C)(C)[O],1.0,9.0,0.1,0.9
H3C25CCO2H,OC(=O)CC(=O)CC(O)C(=O)C,5.0,8.0,0.38461538461538464,0.6153846153846154
H3C25C6OOH,CC(=O)C(O)CC(=O)COO,4.0,8.0,0.3333333333333333,0.6666666666666666
NCRESOH,O=N(=O)OC1C2OOC1(C)C=CC2(O)O,5.0,7.0,0.4166666666666667,0.5833333333333334
OETHTOL,CCc1ccccc1C,0.0,12.0,0.0,1.0
C829NO3,OCCC(=O)C(=O)CC(C)(C)O[N+](=O)[O-],4.0,12.0,0.25,0.75
C811O2,[O]OCC1CC(C(=O)O)C1(C)C,3.0,12.0,0.2,0.8
HNMVKO,OCC([O])C(=O)CON(=O)=O,4.0,5.0,0.4444444444444444,0.5555555555555556
OTNCATECO2,CCC1=C(O)C(O)(O[O])C2(OOC1(C)C2O)N(=O)=O,6.0,9.0,0.4,0.6
MMF,COCOC=O,5.0,6.0,0.45454545454545453,0.5454545454545454
C610NO3,OCC(ON(=O)=O)C(C)C(=O)C,3.0,10.0,0.23076923076923078,0.7692307692307693
NORPINAL,O=CC1CC(C(=O)C)C1(C)C,2.0,14.0,0.125,0.875
C6H5CH2NO3,O=N(=O)OCc1ccccc1,1.0,7.0,0.125,0.875
CLETO2H,OC(=O)CCl,2.0,2.0,0.5,0.5
C95OOH,CCCC(=O)C(=O)C(OO)C(=O)CC,4.0,13.0,0.23529411764705882,0.7647058823529411
H3C25C6PAN,O=C(OON(=O)=O)CC(=O)CC(O)C(=O)C,5.0,8.0,0.38461538461538464,0.6153846153846154
DNEBNZLO,CCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1O,5.0,7.0,0.4166666666666667,0.5833333333333334
PETOLO,CCC12OOC(C(=CC2([O])O)C)C1O,5.0,11.0,0.3125,0.6875
C23O3CCO2H,OC(=O)COC(=O)C(=O)C,6.0,5.0,0.5454545454545454,0.45454545454545453
PEANO3,CCCCCON(=O)=O,1.0,11.0,0.08333333333333333,0.9166666666666666
HYPROPO2H,OCC(C)OO,2.0,6.0,0.25,0.75
METLMUCNO3,CCC(=O)C(ON(=O)=O)C(O)C1OC1(C)C=O,6.0,12.0,0.3333333333333333,0.6666666666666666
C9M3CO,CCC(=O)C=C(C)C(=O)C(=O)CC,3.0,14.0,0.17647058823529413,0.8235294117647058
T124CATECH,Cc1c(C)cc(C)c(O)c1O,2.0,10.0,0.16666666666666666,0.8333333333333334
NDMMALYOOH,OOC1(C)C(=O)OC(=O)C1(C)ON(=O)=O,6.0,6.0,0.5,0.5
INCNCHO,O=CC(ON(=O)=O)C(C)(O)CON(=O)=O,4.0,7.0,0.36363636363636365,0.6363636363636364
C7MCO2OOH,OOC(C=O)C=CC(=O)C(C)C,3.0,11.0,0.21428571428571427,0.7857142857142857
C57O,OCC(O)C(C)([O])C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
H3M2C4CO3H,OOC(=O)CC(O)C(C)C,3.0,10.0,0.23076923076923078,0.7692307692307693
OXYBIPENO3,O=N(=O)OC1(C)C=CC2OOC1(C)C2O,4.0,10.0,0.2857142857142857,0.7142857142857143
DMEBMUOOH,CCC(=O)C(O)C(C)(OO)C1OC1(C)C=O,6.0,14.0,0.3,0.7
NC61CO3H,O=CC(=O)CC(=O)C(C)(ON(=O)=O)C(=O)OO,6.0,6.0,0.5,0.5
C517OOH,OOCC(CO)C(=O)C,3.0,8.0,0.2727272727272727,0.7272727272727273
CHOBR,BrC=O,1.0,1.0,0.5,0.5
MTNNCATCO,CCC12OOC(C)(C(=C(O)C2([O])O)N(=O)=O)C1ON(=O)=O,6.0,9.0,0.4,0.6
C89PAN,O=CCC1CC(C(=O)OON(=O)=O)C1(C)C,3.0,13.0,0.1875,0.8125
C52NO31OOH,CCCC(COO)ON(=O)=O,2.0,10.0,0.16666666666666666,0.8333333333333334
NT124L1OOH,OOc1c(C)cc(N(=O)=O)c(C)c1C,1.0,10.0,0.09090909090909091,0.9090909090909091
CHOC4DOLO,OCC(O)CC([O])C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
C134OOH,OCCC(=O)C(=O)C(OO)C(C)(C)C(=O)CCC(=O)C,6.0,18.0,0.25,0.75
C734O,OCC(CC([O])C(=O)O)C(=O)C,5.0,9.0,0.35714285714285715,0.6428571428571429
C2H5O,CC[O],1.0,5.0,0.16666666666666666,0.8333333333333334
APINOOB,[O-][O+]=CCC1CC(C(=O)C)C1(C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
APINOOA,O=CCC1CC(C(=[O+][O-])C)C1(C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
C3M3OH2CO3,[O]OC(=O)C(O)C(C)C,3.0,8.0,0.2727272727272727,0.7272727272727273
