name,smiles,PeroxyAlkyl(RO2),PeroxyAcid(RCO3),Alcoxy(RO),Alcohol(C-H),Unsaturated(>C=C<),Aldehyde(-CHO),Carbonyl(>C=O),Nitrate(-ONO2),HydroPeroxide(-OOH),PAN(-C(O)OONO2)
C72O,CCC(=O)CC([O])C(C)O,0,0,1,2,0,0,1,0,0,0
C621OOH,OCC(OO)CC(=O)C(=O)CO,0,0,0,0,0,0,2,0,1,0
TM124BO2,[O]OCc1ccc(C)c(C)c1,1,0,0,2,0,0,0,0,0,0
CO1M22CO2H,O=CC(C)(C)C(=O)O,0,0,0,2,0,0,1,0,0,0
LMKBOOH,OOC1CC(CCC1(C)O)C(=O)C,0,0,0,2,0,1,1,0,1,0
C96OOH,OOCC1CC(C(=O)C)C1(C)C,0,0,0,2,0,0,1,0,1,0
HOCHOCOOH,OCC(OO)C=O,0,0,0,0,0,0,0,0,1,0
PETLMUCPAN,CCC(=O)C=CC1(C)OC1C(=O)OON(=O)=O,0,0,0,2,1,0,2,1,0,1
HEX3ONAO,CCC(=O)CC(C)[O],0,0,1,2,0,0,1,0,0,0
C617O,[O]CC(=O)C(C)(C)C=O,0,0,0,2,0,0,1,0,0,0
CHOC3COOOH,OOC(=O)CC(=O)CC=O,0,0,0,0,0,0,2,0,1,0
PACLOOA,[O-][O+]=C(COO)C,0,0,0,1,0,0,0,0,0,0
C52OH3OOH,CCC(OO)C(C)O,0,0,0,2,0,0,0,0,1,0
MMALNBCO2H,O=CC(O)C(C)(ON(=O)=O)C(=O)O,0,0,0,1,0,0,1,1,0,0
C94O,CCCC(=O)C([O])CC(=O)CC,0,0,1,2,0,0,2,0,0,0
NMBOBCO,O=CC(ON(=O)=O)C(C)(C)O,0,0,0,2,0,0,1,1,0,0
C56NO3,OCC(C)C(O)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
DNOETOLOOH,CCC12OOC(N(=O)=O)(C2O)C(O)(OO)C(=C1C)N(=O)=O,0,0,0,1,0,0,0,0,0,0
MACROHO,CC(O)(C[O])C=O,0,0,0,1,0,0,0,0,0,0
EBZBPERNO3,CCC12C=CC(ON(=O)=O)C(OO1)C2O,0,0,0,1,1,0,1,1,0,0
C620OOH,O=CCC(=O)C(OO)CC=O,0,0,0,0,0,0,1,0,1,0
NBUTOLBOOH,OCCC(C)OO,0,0,0,1,0,0,0,0,0,0
MIPKBOOH,CC(COO)C(=O)C,0,0,0,2,0,1,1,0,0,0
C624CO3H,OCCC(C(=C)C)C(=O)OO,0,0,0,0,0,0,1,0,0,0
C97OOH,OCC1CC(OO)(C(=O)C)C1(C)C,0,0,0,2,0,0,1,0,1,0
PBZQOOH,OOC1C(=O)C=CC(=O)C1O,0,0,0,0,1,0,2,0,1,0
NPPRBQO,CCCC1=CC(=O)C([O])C(ON(=O)=O)C1=O,0,0,1,1,0,0,2,1,0,0
CH3COCH2O2,CC(=O)CO[O],1,0,0,1,0,0,1,0,0,0
DM124OOH,OOc1ccc(C)c(C)c1,0,0,0,2,0,0,0,0,1,0
ISOPAOH,OCC=C(C)CO,0,0,0,1,1,0,0,0,0,0
C5DCO2CO3H,OOC(=O)C=C(C)C(=O)C=O,0,0,0,1,1,0,2,0,1,0
PAN,CC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C77OH,CC(=O)CC(O)C(C)(C)O,0,0,0,3,0,0,1,0,0,0
OXNCATECH,Cc1cc(N(=O)=O)c(O)c(O)c1C,0,0,0,2,0,0,1,0,0,0
OXNCATECO,CC1=C(O)C([O])(O)C2(OOC1(C)C2O)N(=O)=O,0,0,1,2,0,0,0,0,0,0
DETLMUO3H,CCC(=O)C=C(C)C1OC1(CC)C(=O)OO,0,0,0,2,1,0,2,0,0,0
C77O2,[O]OC(CC(=O)C)C(C)(C)O,1,0,0,2,0,0,1,0,0,0
EBZMUCCO,CCC(=O)C(=O)C(O)C1OC1C=O,0,0,0,1,0,0,2,0,0,0
MPRKBOOH,CC(CC(=O)C)OO,0,0,0,1,0,0,1,0,0,0
BCKSOZ,O=C1CCC2OOC(C)(CCC3C1CC3(C)C)O2,0,0,0,2,0,0,0,0,0,0
PCATECOOA,[O-][O+]=C(O)C(=C/C=C/C(=O)O)CCC,0,0,0,1,1,0,1,0,0,0
LIMAO2,[O]OC1(C)CCC(CC1O)C(=C)C,1,0,0,2,0,0,0,0,0,0
C733OH,CC(=O)C(CCO)C(O)C=O,0,0,0,1,0,0,1,0,0,0
CCL3CH2OH,OCC(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0
M22C4OOH,OOCCC(C)(C)C,0,0,0,3,0,0,0,0,1,0
NPETLQO,CCC1=CC(=O)C(C)([O])C(ON(=O)=O)C1=O,0,0,1,2,0,0,2,1,0,0
EPXMEDLPAN,CCC1(C=O)OC1(C)C(=O)OON(=O)=O,0,0,0,2,0,0,2,1,0,1
HMACO3,OCC(=C)C(=O)O[O],1,1,0,0,0,0,1,0,0,0
C42OOH,OOC(CON(=O)=O)C(O)C=O,0,0,0,0,0,0,1,1,1,0
CH3CHOHCO3,[O]OC(=O)C(C)O,1,0,0,1,0,0,1,0,0,0
CO3C85OOH,CCCC(OO)CC(=O)CC,0,0,0,2,0,0,1,0,1,0
ETBEBOH,CC(O)OC(C)(C)C,0,0,0,4,0,0,0,0,0,0
C520OH,OCC(O)(C=O)C(=O)C,0,0,0,1,0,1,2,0,0,0
MEMOXYCHO,COCC=O,0,0,0,1,0,0,0,0,0,0
HO24C4CHO,CC(O)CC(O)C=O,0,0,0,1,0,0,0,0,0,0
HOC3H6CO3H,OCCCC(=O)OO,0,0,0,0,0,0,1,0,0,0
NIPBFUONE,O=N(=O)OC1C(=O)OC(C(C)C)C1=O,0,0,0,1,0,0,1,0,0,0
OCTOOH,CCCCCC(CC)OO,0,0,0,1,0,0,0,0,0,0
C6DIALO,O=CCCC([O])CC=O,0,0,1,0,0,0,0,0,0,0
MACRNOOA,[O-][O+]=CC(C)(CO)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
MCOOTBOOH,OOCC(C)(C)OC(=O)C,0,0,0,3,0,1,1,0,1,0
LIMAOH,CC(=C)C1CCC(C)(O)C(O)C1,0,0,0,2,0,0,0,0,0,0
CCL3CH2O2,[O]OCC(Cl)(Cl)Cl,1,0,0,0,0,0,0,0,0,0
EBZPOXMUC,CCC(=O)C=CC1OC1C=O,0,0,0,1,1,0,1,0,0,0
TM123OBPOH,O=C1C=CC2(C)OOC1(C)C2(C)O,0,0,0,3,1,0,0,0,0,0
MIBKAOHBO,CC(O)(CC(=O)C)C[O],0,0,0,1,0,0,1,0,0,0
CO3C4CHO,CCC(=O)CC=O,0,0,0,1,0,0,1,0,0,0
C52OH,OCCC(C)CO,0,0,0,1,0,0,0,0,0,0
DIETETHER,CCOCC,0,0,0,2,0,0,0,0,0,0
C43NO3PAN,CCC(C)(ON(=O)=O)C(=O)OON(=O)=O,0,0,0,2,0,0,1,2,0,1
NOPINCOH,O=C1CCC2(O)CC1C2(C)C,0,0,0,2,0,0,0,0,0,0
C829O2,OCCC(=O)C(=O)CC(C)(C)O[O],1,0,0,2,0,0,2,0,0,0
BUT2OLOOH,OOC(C)C(C)O,0,0,0,2,0,0,0,0,1,0
C74O,CC(=O)CC(=O)C(=O)C(C)[O],0,0,1,2,0,0,3,0,0,0
IPROACETO,CC(=O)OC(C)(C)[O],0,0,1,3,0,0,1,0,0,0
NOPINCO2,[O]OC12CCC(=O)C(C1)C2(C)C,1,0,0,2,0,0,1,0,0,0
C829OH,OCCC(=O)C(=O)CC(C)(C)O,0,0,0,2,0,0,2,0,0,0
C42MNO3OOH,OOC(C)(C)C(C)(C)ON(=O)=O,0,0,0,4,0,0,0,1,1,0
C52O2,[O]OCCC(C)CO,1,0,0,1,0,0,0,0,0,0
C722O2,O=CCC(C(=O)O)C(C)(C)O[O],1,0,0,2,0,0,1,0,0,0
HC4ACO2H,OCC(=CC(=O)O)C,0,0,0,1,0,0,1,0,0,0
DICLETO2H,OOC(Cl)CCl,0,0,0,0,0,0,0,0,1,0
C55O,[O]CC(=O)C(C)(C)O,0,0,0,2,0,0,1,0,0,0
C7CDCCO2H,CC(=CC(=O)O)C(=O)CC,0,0,0,2,0,0,2,0,0,0
C818O,OCC(CC([O])C(=O)C)C(=O)C,0,0,1,1,0,1,2,0,0,0
DNOXYOLO,O=N(=O)C1=C(C)C2(C)OOC(N(=O)=O)(C2O)C1([O])O,0,0,1,2,0,0,1,0,0,0
H2M2C65O2,[O]OC(C)CCC(C)(C)O,1,0,0,3,0,0,0,0,0,0
CO2C3CO3H,CC(=O)CC(=O)OO,0,0,0,1,0,0,2,0,0,0
DMKCOOH,CC(=O)C(=O)C(O)C(=O)C,0,0,0,2,0,1,3,0,0,0
NC12H26,CCCCCCCCCCCC,0,0,0,2,0,0,0,0,0,0
M33C4NO3,CCC(C)(C)CON(=O)=O,0,0,0,3,0,0,0,1,0,0
C65OH4OOH,CCCC(OO)C(C)O,0,0,0,2,0,0,0,0,1,0
C4OH2CO3,[O]OC(=O)C(O)C(C)(C)O,1,0,0,2,0,0,1,0,0,0
ACETC2H4O2,CC(=O)OCCO[O],1,0,0,1,0,0,1,0,0,0
IPEBOOH,OOC(C)C(C)C,0,0,0,3,0,0,0,0,1,0
M2PEDO,CCCC(C)(C)[O],0,0,1,3,0,0,0,0,0,0
HOCH2CO3H,OCC(=O)OO,0,0,0,0,0,0,1,0,0,0
C6EO2OHPAN,CCC(=CC(=O)C(O)C(=O)C)C(=O)OON(=O)=O,0,0,0,1,0,0,3,1,0,1
PR2O2HNO3,OOC(C)CON(=O)=O,0,0,0,1,0,0,0,1,1,0
TLEMUCCO3H,CC(=O)C=CC1OC1C(=O)OO,0,0,0,1,1,0,2,0,0,0
SBUACCOOH,OOC(C)(OC(=O)C)C(=O)C,0,0,0,2,0,1,2,0,1,0
ME3BUOLO2,OCC(O[O])C(C)C,1,0,0,2,0,0,0,0,0,0
C526NO3,OCC(C(O[N+](=O)[O-])(C=O)C)OO,0,0,0,0,0,0,1,0,0,0
C6COCHOO,[O]CCCC(=O)CC=O,0,0,0,0,0,0,1,0,0,0
CH3COCH2O,CC(=O)C[O],0,0,0,1,0,0,1,0,0,0
M3BU3ECO3,CC(=C)CC(=O)O[O],1,1,0,1,0,0,1,0,0,0
MXYQOH,O=C1C=C(C)C(=O)C(C)(O)C1O,0,0,0,2,1,0,1,0,0,0
HEX2ONBO2,CC(CCC(=O)C)O[O],1,0,0,1,0,0,1,0,0,0
C6H5CH2O,[O]Cc1ccccc1,0,0,0,0,0,0,0,0,0,0
LMKAO,CC(=O)C1CCC(C)([O])C(O)C1,0,0,1,2,0,0,1,0,0,0
C87CO3H,OOC(=O)CC(=O)C(C=O)C(C)(C)C=O,0,0,0,2,0,0,3,0,1,0
C84OH,CCC(=O)CC(O)C(=O)CC,0,0,0,2,0,0,2,0,0,0
HO4C5CO3H,CCCC(O)CC(=O)OO,0,0,0,1,0,0,1,0,0,0
MXYQO2,[O]OC1(C)C(O)C(=O)C=C(C)C1=O,1,0,0,2,1,0,1,0,0,0
MTBEAALNO3,O=COC(C)(C)CON(=O)=O,0,0,0,2,0,0,0,1,0,0
PHCOME,CC(=O)c1ccccc1,0,0,0,1,0,0,1,0,0,0
PMALNHY2OH,CCCC1(O)C(O)C(=O)OC1=O,0,0,0,1,0,0,1,0,0,0
C732NO3,OC(=O)CCC(CO[N+](=O)[O-])C(=O)C,0,0,0,1,0,1,2,0,0,0
C1011OH,CC(=O)CCC1C(O)CC1(C)C,0,0,0,3,0,0,1,0,0,0
HO2C4CO3,[O]OC(=O)CCC(C)O,1,0,0,1,0,0,1,0,0,0
NOXYOLO2,[O]OC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O,1,0,0,2,1,0,0,1,0,0
C6DCARBBO2,CCC(=O)C=CC(=O)O[O],1,1,0,1,1,0,2,0,0,0
METLBPROOH,OOC1C=CC2(C)OOC1(CC)C2O,0,0,0,1,1,0,0,0,1,0
MPRKAO,CCC([O])C(=O)C,0,0,1,2,0,1,1,0,0,0
ETBEBO,CC([O])OC(C)(C)C,0,0,1,4,0,0,0,0,0,0
C536OOH,OOCC(C(C=O)(OO)C)OO,0,0,0,0,0,0,1,0,1,0
HO1CO24C5,CC(=O)CC(=O)CO,0,0,0,1,0,0,2,0,0,0
HO1CO24C6,CCC(=O)CC(=O)CO,0,0,0,1,0,0,2,0,0,0
EIPEO,CCOC(C)(C)[O],0,0,1,3,0,0,0,0,0,0
PETOH,CCc1ccc(C)cc1O,0,0,0,2,0,0,0,0,0,0
C5O5OHCO3H,CCCC(=O)C(O)C(=O)OO,0,0,0,1,0,0,2,0,0,0
H3M3C5CO2H,CC(O)(CCC(=O)O)CC,0,0,0,2,0,0,1,0,0,0
C527O,O=CC(C(OO)(CO)C)[O],0,0,0,0,0,0,0,0,1,0
NOXYOLOH,O=N(=O)OC1C2OOC1(C)C(=CC2(O)O)C,0,0,0,2,0,0,0,0,0,0
C1011O2,[O]OC1CC(C)(C)C1CCC(=O)C,1,0,0,3,0,1,1,0,0,0
HC4CCO3H,OCC=C(C)C(=O)OO,0,0,0,1,1,0,1,0,0,0
EIPKBNO3,CCC(=O)C(C)CON(=O)=O,0,0,0,2,0,0,1,1,0,0
C5DICARB,O=CC=CC(=O)C,0,0,0,1,1,1,1,0,0,0
M23C4,CC(C)C(C)C,0,0,0,4,0,0,0,0,0,0
INB2O,[O]CC(O)C(C)(CO)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
PXYLOH,OCc1ccc(C)cc1,0,0,0,1,0,0,0,0,0,0
C3EDIALO2,CCC(O[O])(C=O)C=O,1,0,0,1,0,0,1,0,0,0
PXYLOL,Cc1ccc(C)c(O)c1,0,0,0,2,0,0,0,0,0,0
BCSOZOOH,OCC1(OO)CCC2OOC(C)(CCC3C1CC3(C)C)O2,0,0,0,2,0,0,0,0,0,0
NC730O,[O-][N+](=O)OCC(C)([O])C(CCO)C=O,0,0,1,1,0,0,0,0,0,0
NT124L1O,Cc1cc(N(=O)=O)c(C)c(C)c1[O],0,0,0,3,0,0,1,0,0,0
HMACROOH,OCC(CO)(OO)C=O,0,0,0,0,0,0,0,0,0,0
PE2ENEBO2,CCC(O)C(C)O[O],1,0,0,2,0,0,0,0,0,0
OXYLNO3,O=N(=O)OCc1ccccc1C,0,0,0,1,0,0,0,0,0,0
DM124OHNO2,Cc1cc(O)c(cc1C)N(=O)=O,0,0,0,1,0,0,0,0,0,0
M2PEDNO3,CCCC(C)(C)ON(=O)=O,0,0,0,3,0,0,0,1,0,0
HO4C5CO3,CCCC(O)CC(=O)O[O],1,1,0,1,0,0,1,0,0,0
C531OOH,OOCC(=O)C=COC=O,0,0,0,0,1,0,1,0,1,0
C3H7CHOOB,[O-][O+]=CCCC,0,0,0,1,0,0,0,0,0,0
C3H7CHOOA,[O-][O+]=CCCC,0,0,0,1,0,0,0,0,0,0
CO3C5CO3,CCC(=O)CCC(=O)O[O],1,1,0,1,0,0,2,0,0,0
BCSOZ,C=C1CCC2OOC(C)(CCC3C1CC3(C)C)O2,0,0,0,3,0,0,0,0,0,0
ACEBUTBONE,CCC(=O)COC(=O)C,0,0,0,2,0,1,2,0,0,0
C7MCO3OHO2,O=CC(=O)C(O)C(O[O])C(=O)C(C)C,1,0,0,2,0,0,2,0,0,0
C3EDIALOH,CCC(O)(C=O)C=O,0,0,0,1,0,0,1,0,0,0
PXYLO2,[O]OCc1ccc(C)cc1,1,0,0,1,0,0,0,0,0,0
CO245C7,CCC(=O)C(=O)CC(=O)C,0,0,0,2,0,1,3,0,0,0
PTLQCO,O=C1C(=CC(=O)C(=O)C1O)C,0,0,0,1,0,0,2,0,0,0
BOXPOLBNO3,CCCCOC(ON(=O)=O)C(C)O,0,0,0,2,0,0,1,1,0,0
CO2H3CO3,CC(=O)C(O)C(=O)O[O],1,1,0,1,0,0,2,0,0,0
NPBNZOLO,CCCC12OOC(C2ON(=O)=O)C(O)([O])C=C1,0,0,1,1,1,0,1,1,0,0
CHOC4O,[O]CCCCC=O,0,0,0,0,0,0,0,0,0,0
MTBKOH,OCC(C)(C)C(=O)C,0,0,0,3,0,1,1,0,0,0
NBUTDBNO3,O=N(=O)OCC=CCON(=O)=O,0,0,0,0,1,0,0,1,0,0
PNCATECO,CCCC12OOC(C(=C(O)C2(O)[O])N(=O)=O)C1O,0,0,0,1,0,0,1,0,0,0
PNCATECH,CCCc1ccc(N(=O)=O)c(O)c1O,0,0,0,1,0,0,1,0,0,0
C4MCONO3OH,O=N(=O)OCC(=O)C(C)(C)O,0,0,0,2,0,0,1,0,0,0
C1013OH,COC(=O)CCC1C(O)CC1(C)C,0,0,0,3,0,0,1,0,0,0
C5H11CHO,CCCCCC=O,0,0,0,1,0,0,0,0,0,0
C7DICARB,CCCC(=O)C=CC=O,0,0,0,1,1,0,1,0,0,0
C5DBECO3,[O]OC(=O)C=C(CC)C(=O)C(=O)C,1,0,0,1,1,1,3,0,0,0
C108OOH,O=CCC(CC(=O)C(=O)C)C(C)(C)OO,0,0,0,2,0,0,2,0,0,0
NMXYOL1OOH,OOc1c(C)cc(C)cc1N(=O)=O,0,0,0,2,0,0,0,0,1,0
CLGLYOX,ClC(=O)C(=O)Cl,0,0,0,1,0,0,2,0,0,0
TMB2FUOH,CC1OC(=O)C(C)(O)C1(C)O,0,0,0,3,0,0,1,0,0,0
PRONEMOOOH,COC(OO)C(=O)C,0,0,0,2,0,1,1,0,1,0
DIBRETO2H,OOC(Br)CBr,0,0,0,0,0,0,0,0,1,0
TM123O2,[O]Oc1ccc(C)c(C)c1C,1,0,0,3,0,0,0,0,0,0
OETLQONE,CCC1=C(C)C(=O)C=CC1=O,0,0,0,2,1,0,1,0,0,0
C4MCONO3O2,[O]OC(C)(C)C(=O)CON(=O)=O,1,0,0,2,0,0,1,1,0,0
C4PAN10,OCC(=O)C(O)C(=O)OON(=O)=O,0,0,0,0,0,0,2,1,0,1
CISOPAO2,[O]OC/C=C(\CO)/C,1,0,0,1,1,0,0,0,0,0
C62NO33O2,CCCC(O[O])C(C)ON(=O)=O,1,0,0,2,0,0,0,1,0,0
C524OOH,OCC(=C)C(CO)OO,0,0,0,0,0,0,0,0,0,0
C31CO3H,O=COC=CC(=O)OO,0,0,0,0,1,0,1,0,0,0
C4H9CO3,CCCCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
C611O,CC(=O)C(C)([O])C(=O)C,0,0,1,3,0,1,2,0,0,0
MTBKO2,[O]OCC(C)(C)C(=O)C,1,0,0,3,0,1,1,0,0,0
C7236CO,CC(=O)C=CC(=O)C(=O)C,0,0,0,2,1,1,3,0,0,0
SBUACONEO2,[O]OC(C)(OC(=O)C)C(=O)C,1,0,0,2,0,1,2,0,0,0
HCC7CO,O=C1CC=C(C)C(O)C1,0,0,0,1,1,0,0,0,0,0
PRONEMOX,COCC(=O)C,0,0,0,2,0,1,1,0,0,0
C2H5MECOO,[O-][O+]=C(C)CC,0,0,0,2,0,0,0,0,0,0
C61CO3H,CCCC(=O)C(=O)C(O)C(=O)OO,0,0,0,1,0,0,3,0,0,0
C23O3ECO3H,OOC(=O)C(CC)OC(=O)C(=O)C,0,0,0,1,0,1,3,0,1,0
TMBNO3,O=N(=O)OCc1cc(C)cc(C)c1,0,0,0,2,0,0,0,0,0,0
PEBQO2,[O]OCC(=O)C=C(C(=O)CO)CC,1,0,0,1,1,0,2,0,0,0
BCCNO3,OCC1(CC\C=C(\C)/CCC2C1CC2(C)C)O[N+](=O)[O-],0,0,0,1,1,0,0,0,0,0
NPETOL1O,CCc1ccc(C)c(N(=O)=O)c1[O],0,0,0,2,0,0,1,0,0,0
C77OOH,OOC(CC(=O)C)C(C)(C)O,0,0,0,2,0,0,1,0,1,0
NC101O,O=N(=O)OC1(C)C(=O)CC2([O])CC1C2(C)C,0,0,1,3,0,0,1,0,0,0
C96O,[O]CC1CC(C(=O)C)C1(C)C,0,0,0,2,0,0,1,0,0,0
HO3C5CO2H,CCC(O)CCC(=O)O,0,0,0,1,0,0,1,0,0,0
C4OH2CO3H,OOC(=O)C(O)C(C)(C)O,0,0,0,2,0,0,1,0,1,0
PPRBQONE,CCCC1=CC(=O)C=CC1=O,0,0,0,1,1,0,1,0,0,0
BUTALO,CC([O])CC=O,0,0,1,1,0,0,0,0,0,0
MIBK,CC(C)CC(=O)C,0,0,0,3,0,1,1,0,0,0
PEBQOH,OCC(=O)C=C(C(=O)CO)CC,0,0,0,1,1,0,2,0,0,0
CCL2CH2,ClC(=C)Cl,0,0,0,1,0,0,0,0,0,0
INAHCO3,[O]OC(=O)C(C)(O)C(O)CON(=O)=O,1,0,0,1,0,0,1,1,0,0
NBUTOL,CCCCO,0,0,0,1,0,0,0,0,0,0
C137OOH,OOCCC(=C)C1CC(C)(C)C1CCC(=O)O,0,0,0,2,0,0,1,0,1,0
C525OOH,OCC(=O)C(CO)(CO)OO,0,0,0,0,0,0,1,0,0,0
C4CHOAO2,CCCC(O[O])C=O,1,0,0,1,0,0,0,0,0,0
C137CO2H,OC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)O,0,0,0,2,0,0,2,0,0,0
MTNNCATCO2,CCC12OOC(C)(C(=C(O)C2(O)O[O])N(=O)=O)C1ON(=O)=O,1,0,0,2,0,0,1,1,0,0
HO2C6O2,[O]OC(C)CCC(C)O,1,0,0,2,0,0,0,0,0,0
NC71CO,O=C1CC(=O)C(C)(ON(=O)=O)C(=O)C1,0,0,0,1,0,0,3,1,0,0
CHOC4OHO,OC(CCC=O)C[O],0,0,0,0,0,0,1,0,0,0
C4ME2OHO2,[O]OC(C)(C)C(C)(C)O,1,0,0,4,0,0,0,0,0,0
C3DIOLOOH,OOCC(O)CO,0,0,0,0,0,0,0,0,1,0
C45IC5CHO,O=CC(=O)C(=O)C(C)C,0,0,0,2,0,0,2,0,0,0
TM124OXMUC,O=CC1(C)OC1(C)C=CC(=O)C,0,0,0,3,1,1,1,0,0,0
HCOCH2CHO,O=CCC=O,0,0,0,0,0,0,0,0,0,0
PBENZOL,CCCc1ccccc1O,0,0,0,1,0,0,0,0,0,0
NLIMALOH,O=CCC(CCC(=O)C)C(C)(O)CO[N+](=O)[O-],0,0,0,1,0,0,1,0,0,0
C614NO3,OCC(ON(=O)=O)CC(=O)C(=O)C,0,0,0,1,0,1,3,1,0,0
C74OOH,OOC(C)C(=O)C(=O)CC(=O)C,0,0,0,2,0,1,3,0,1,0
HEX3ONBOOH,CCC(=O)C(CC)OO,0,0,0,1,0,0,1,0,0,0
CNO3CLO,[O]C(Cl)CON(=O)=O,0,0,0,0,0,0,0,1,0,0
BOXEOHBNO3,CCCCOC(CO)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
TLBIPERO,[O]C1C=CC2(C)OOC1C2O,0,0,0,1,1,0,0,0,0,0
M2HEX,CCCCC(C)C,0,0,0,3,0,0,0,0,0,0
MPRANO3O2,[O]OC(C)(C)CON(=O)=O,1,0,0,2,0,0,0,1,0,0
C518CO3H,OCC(C(=C)C)C(=O)OO,0,0,0,0,0,0,1,0,0,0
PRNFORMOOH,O=COC(OO)C(=O)C,0,0,0,1,0,1,1,0,1,0
HM22C3CHO,O=CCC(C)(C)CO,0,0,0,2,0,0,0,0,0,0
OXNCATCOOH,OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)O,0,0,0,2,0,0,1,0,1,0
ACBUONEBO2,[O]OC(OC(=O)C)C(=O)CC,1,0,0,1,0,0,2,0,0,0
CYC6DIONE,O=C1CCCCC1=O,0,0,0,0,0,0,0,0,0,0
ACEC2H4NO3,CC(=O)OCCON(=O)=O,0,0,0,1,0,0,1,1,0,0
CYC6DIONO,[O]C1CCC(=O)C(=O)C1,0,0,0,0,0,0,2,0,0,0
C4ALDB,CC=CC=O,0,0,0,1,1,0,0,0,0,0
NTMB1FUO2,[O]OC1(C)C(C)OC(=O)C1ON(=O)=O,1,0,0,2,0,0,1,1,0,0
HO13C3CHO,OC(CCO)C=O,0,0,0,0,0,0,0,0,0,0
C85CO3H,OOC(=O)C1CC(C(=O)C)C1(C)C,0,0,0,2,0,0,2,0,1,0
BPINBOOH,OOCC1(O)CCC2CC1C2(C)C,0,0,0,2,0,0,0,0,1,0
MXNCATCOOH,OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2O)O,0,0,0,2,0,0,1,0,1,0
C58NO3CO3,[O]OC(=O)C(O)C(C)(CO)ON(=O)=O,1,0,0,1,0,0,1,1,0,0
C811OH,OCC1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,1,0,0,0
C101O2,CCCCCC(O[O])CC(=O)CC,1,0,0,2,0,0,1,0,0,0
ETHACETOOH,CC(OC(=O)C)OO,0,0,0,1,0,0,1,0,0,0
HM22C3NO3,OCC(C)(C)CON(=O)=O,0,0,0,2,0,0,0,1,0,0
C7DCO,CCCC(=O)C([O])C(O)C=O,0,0,1,1,0,0,1,0,0,0
HO12C5,CCCC(O)CO,0,0,0,1,0,0,0,0,0,0
NCRESO2,[O]OC1(O)C=CC2(C)OOC1C2ON(=O)=O,1,0,0,1,1,0,0,1,0,0
C6CO134PAN,CCC(=O)C(=O)CC(=O)OON(=O)=O,0,0,0,1,0,0,3,1,0,1
PE2ENEANO3,CCC(ON(=O)=O)C(C)O,0,0,0,2,0,0,1,1,0,0
METLQOH,CCC1=CC(=O)C(O)C(C)(O)C1=O,0,0,0,2,0,0,1,0,0,0
MCATEC1O,[O]c1c(C)cccc1O,0,0,0,1,0,0,0,0,0,0
PXYOLOH,CC1=CC(O)(O)C2(C)OOC1C2O,0,0,0,2,0,0,0,0,0,0
CO2C54CO2H,CC(=O)CC(C)C(=O)O,0,0,0,2,0,0,2,0,0,0
METLQO2,CCC1=CC(=O)C(O)C(C)(O[O])C1=O,1,0,0,2,0,0,1,0,0,0
PETOLOOH,OOC1(O)C=C(C)C2OOC1(CC)C2O,0,0,0,1,1,0,0,0,1,0
TC4H9O,CC(C)(C)[O],0,0,1,3,0,0,0,0,0,0
H3C25CCO2H,OC(=O)CC(=O)CC(O)C(=O)C,0,0,0,1,0,1,3,0,0,0
H3C25C6OOH,CC(=O)C(O)CC(=O)COO,0,0,0,1,0,0,2,0,1,0
NCRESOH,O=N(=O)OC1C2OOC1(C)C=CC2(O)O,0,0,0,1,1,0,0,0,0,0
OETHTOL,CCc1ccccc1C,0,0,0,2,0,0,0,0,0,0
C829NO3,OCCC(=O)C(=O)CC(C)(C)O[N+](=O)[O-],0,0,0,2,0,0,2,0,0,0
C811O2,[O]OCC1CC(C(=O)O)C1(C)C,1,0,0,2,0,0,1,0,0,0
HNMVKO,OCC([O])C(=O)CON(=O)=O,0,0,1,0,0,0,1,1,0,0
OTNCATECO2,CCC1=C(O)C(O)(O[O])C2(OOC1(C)C2O)N(=O)=O,1,0,0,2,0,0,0,0,0,0
MMF,COCOC=O,0,0,0,1,0,0,0,0,0,0
C610NO3,OCC(ON(=O)=O)C(C)C(=O)C,0,0,0,2,0,1,2,1,0,0
NORPINAL,O=CC1CC(C(=O)C)C1(C)C,0,0,0,2,0,0,1,0,0,0
C6H5CH2NO3,O=N(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0
CLETO2H,OC(=O)CCl,0,0,0,0,0,0,1,0,0,0
C95OOH,CCCC(=O)C(=O)C(OO)C(=O)CC,0,0,0,2,0,0,3,0,1,0
H3C25C6PAN,O=C(OON(=O)=O)CC(=O)CC(O)C(=O)C,0,0,0,1,0,1,3,1,0,0
DNEBNZLO,CCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1O,0,0,1,1,1,0,2,0,0,0
